customer_ID,shopping_pt,record_type,day,time,state,location,group_size,homeowner,car_age,car_value,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,A,B,C,D,E,F,G,cost
10000042,4,1,0,11:14,FL,10044,3,0,9,e,3,65,17,1,3,15,1,1,3,3,1,1,3,701
10000043,7,1,2,10:47,NY,10045,1,1,3,f,2,51,51,0,3,4,1,0,3,3,0,0,2,598
10000047,8,1,0,14:32,OH,10049,1,1,6,e,3,24,24,0,4,6,1,0,3,3,1,1,3,598
10000048,9,1,0,13:23,OH,10050,1,1,10,h,NA,52,52,0,1,1,0,0,1,1,0,0,3,562
10000049,10,1,3,13:56,NV,10051,1,0,17,c,NA,43,43,0,3,7,0,1,1,1,0,0,2,617
10000052,8,1,0,18:25,ID,10053,1,1,8,d,1,24,24,0,3,3,2,1,3,3,1,3,3,604
10000054,3,1,2,09:05,FL,10055,2,1,7,f,1,75,75,1,1,3,1,1,1,2,1,2,3,614
10000055,7,1,4,17:58,CO,10056,1,1,9,e,4,75,75,0,4,15,2,1,4,3,0,1,2,634
10000057,8,1,2,10:07,CT,10058,1,1,8,e,NA,56,56,0,2,15,1,0,3,3,1,0,2,648
10000059,7,1,2,15:37,NY,10060,1,0,5,e,3,42,42,0,3,2,2,1,3,3,1,0,1,721
10000060,9,1,5,16:38,CO,10061,1,0,11,f,NA,41,41,0,1,0,1,0,1,1,0,2,2,630
10000061,6,1,4,19:30,NV,10062,1,1,14,f,NA,43,43,0,1,10,2,1,1,1,1,2,3,641
10000062,6,1,2,11:04,FL,10063,1,1,2,f,1,43,43,0,3,3,1,1,3,2,1,1,3,670
10000063,7,1,0,12:16,CO,10064,1,0,2,g,NA,21,21,0,3,1,2,0,3,3,0,3,3,706
10000064,4,1,3,14:03,PA,10065,1,0,13,f,NA,18,18,0,3,4,0,0,2,2,0,0,2,666
10000066,3,1,4,12:47,AL,10067,1,1,5,f,4,68,68,0,3,10,1,0,3,3,0,2,2,613
10000068,5,1,0,13:32,NY,10069,1,1,6,e,2,25,25,0,3,9,1,0,3,3,0,0,2,588
10000069,6,1,3,17:17,AR,10070,2,0,20,f,NA,51,47,1,4,0,0,1,2,2,0,2,1,624
10000072,7,1,1,16:12,NM,10073,1,1,2,g,NA,26,26,0,1,2,2,0,1,1,0,2,2,662
10000075,5,1,1,10:49,MS,10075,1,0,4,h,3,24,24,0,4,8,2,1,1,1,0,2,2,696
10000076,8,1,0,15:59,CT,10076,1,0,14,f,NA,27,27,0,3,0,2,0,1,1,1,0,2,699
10000077,9,1,4,15:37,KS,10077,1,0,2,e,NA,32,32,0,3,10,1,0,3,3,0,1,2,599
10000078,5,1,4,15:20,FL,10078,2,1,8,d,1,52,46,1,1,15,0,0,1,2,0,0,3,592
10000079,7,1,0,10:54,NM,10079,1,1,2,e,4,38,38,0,3,15,1,0,3,3,0,1,2,627
10000080,4,1,4,10:31,FL,10080,1,1,2,e,3,43,43,0,4,4,1,0,4,3,0,1,4,676
10000082,9,1,5,12:04,NY,10082,1,0,1,f,3,24,24,0,3,2,2,0,3,3,0,0,2,729
10000084,9,1,4,16:17,CT,10084,1,0,1,e,3,22,22,0,4,1,1,0,3,3,0,0,1,670
10000086,8,1,1,15:35,MD,10086,2,0,6,d,2,39,37,1,3,4,1,1,3,3,1,2,2,654
10000088,3,1,3,08:51,RI,10088,1,0,9,f,2,59,59,0,2,4,0,0,2,2,0,0,2,549
10000091,10,1,4,14:08,FL,10091,1,1,1,e,1,51,51,0,1,11,1,0,1,1,1,1,3,630
10000092,10,1,0,17:39,NV,10092,1,0,8,g,NA,39,36,1,1,3,1,0,1,1,0,2,1,683
10000094,9,1,2,09:26,NM,10094,2,1,1,g,2,60,53,1,4,7,1,1,4,3,0,1,3,596
10000095,3,1,2,12:00,UT,10095,1,0,13,f,NA,23,23,0,NA,NA,0,0,1,1,0,0,1,589
10000096,6,1,1,18:02,OR,10096,1,0,1,h,4,55,55,0,2,5,1,0,3,3,1,2,1,630
10000097,8,1,0,16:11,NM,10097,2,1,2,e,NA,43,37,0,1,6,1,0,1,2,0,2,2,640
10000098,3,1,1,12:13,ID,10098,1,0,2,f,4,28,28,0,3,1,1,1,3,3,1,2,3,687
10000100,9,1,3,08:34,FL,10100,1,0,1,e,1,23,23,0,3,0,1,1,3,3,1,1,3,682
10000103,6,1,3,08:36,PA,10103,1,1,1,f,3,75,75,0,4,10,2,0,4,3,1,2,3,575
10000104,4,1,3,09:31,PA,10104,1,1,10,g,2,71,71,0,3,4,1,0,3,3,1,1,3,616
10000105,8,1,2,09:47,ME,10105,1,0,11,g,3,20,20,0,3,5,1,0,3,2,0,1,2,653
10000107,7,1,1,12:38,PA,10107,1,0,12,f,4,41,41,0,3,2,1,1,1,2,1,2,3,608
10000108,9,1,4,09:51,TN,10108,1,0,11,g,3,21,21,0,3,5,1,0,2,3,0,1,1,692
10000111,6,1,4,12:43,FL,10111,1,1,10,f,2,22,22,0,3,8,1,1,3,3,0,2,3,657
10000112,7,1,2,11:28,TN,10112,1,1,3,f,3,41,41,0,NA,NA,1,0,4,3,1,1,3,688
10000113,5,1,3,17:03,KS,10113,1,0,15,f,2,55,55,0,3,15,1,1,3,3,1,1,2,600
10000115,6,1,2,17:25,CO,10115,2,1,11,g,3,37,36,1,2,9,1,0,3,2,0,0,1,558
10000116,9,1,2,15:23,OH,10116,1,0,14,e,NA,25,25,0,4,7,0,0,3,3,0,0,3,597
10000117,3,1,2,07:53,NY,10117,1,1,13,e,1,70,70,0,3,5,1,0,3,2,1,0,2,571
10000118,7,1,0,08:37,NY,10118,1,0,3,e,2,25,25,0,3,9,1,1,3,3,1,0,2,648
10000121,8,1,4,13:10,WA,10121,1,0,4,f,NA,39,39,0,1,1,1,0,1,3,0,2,1,667
10000122,5,1,0,18:42,UT,10122,1,0,6,d,NA,21,21,0,1,4,2,1,1,2,1,3,2,666
10000123,7,1,1,17:09,WA,10123,1,1,4,g,3,37,37,0,4,7,1,0,4,3,0,1,1,617
10000124,4,1,2,16:26,AL,10124,4,1,19,d,1,61,29,1,3,15,0,1,3,3,0,0,1,538
10000125,11,1,1,11:14,FL,10125,1,1,1,f,2,52,52,0,3,12,1,1,1,3,1,2,4,603
10000126,9,1,5,10:14,PA,10126,2,0,8,f,NA,38,36,1,3,4,1,1,3,2,1,1,4,659
10000127,7,1,1,11:54,FL,10127,1,1,1,e,1,71,71,0,3,4,1,0,3,3,0,2,3,597
10000128,7,1,3,09:06,ME,10128,1,0,18,c,NA,24,24,0,2,5,0,1,2,3,0,0,2,573
10000129,9,1,3,15:50,PA,10129,1,0,12,g,4,54,54,0,1,1,1,1,1,2,1,2,2,665
10000130,7,1,4,13:53,OR,10130,2,0,12,d,4,40,39,1,2,8,1,0,2,3,0,2,4,628
10000131,5,1,3,09:51,MS,10131,1,1,8,d,NA,47,47,0,1,15,2,1,1,3,1,2,4,644
10000132,3,1,3,11:13,WI,10132,1,0,10,e,NA,24,21,1,2,1,2,0,2,3,0,2,3,642
10000133,6,1,3,18:05,MO,10133,1,0,2,h,4,25,25,0,4,1,1,1,4,3,0,2,2,622
10000134,10,1,5,10:11,CT,10134,1,0,7,f,NA,42,42,0,3,1,1,0,2,3,1,0,2,645
10000135,9,1,2,13:59,AR,10135,1,0,7,d,NA,20,20,0,1,1,0,1,1,1,0,0,1,631
10000136,6,1,3,09:37,PA,10136,2,0,15,e,NA,46,41,0,3,2,0,0,3,3,0,0,3,599
10000137,9,1,2,11:46,MT,10137,2,1,22,e,NA,43,43,1,2,1,1,0,2,3,0,2,2,639
10000138,9,1,4,10:11,MD,10138,2,0,2,e,3,58,52,1,3,5,1,1,3,3,0,2,3,621
10000139,6,1,3,12:06,PA,10139,1,0,1,d,3,32,32,0,3,7,2,1,3,3,1,2,4,647
10000141,8,1,4,13:35,FL,10141,2,1,1,g,3,63,62,1,3,2,1,0,3,3,1,2,4,625
10000143,7,1,4,15:10,MO,10143,1,1,15,d,NA,44,44,0,1,1,0,0,2,3,0,0,2,567
10000144,7,1,2,11:30,OH,10144,1,1,9,e,3,75,75,0,4,5,2,1,4,3,1,2,3,617
10000145,6,1,3,11:23,PA,10145,1,0,6,e,3,62,62,0,1,13,1,1,1,3,1,2,2,610
10000147,7,1,0,13:26,CT,10147,1,1,6,e,NA,28,28,0,4,2,1,0,3,3,1,0,1,668
10000148,9,1,0,08:47,KY,10148,2,1,12,e,4,35,32,1,1,3,1,1,2,2,1,2,3,625
10000150,8,1,4,08:36,NY,10150,1,1,5,f,2,74,71,1,2,15,1,0,2,2,0,0,2,612
10000151,9,1,4,09:23,IN,10151,1,1,14,e,1,75,75,0,3,15,1,1,3,3,0,2,1,596
10000152,6,1,4,13:52,IN,10152,1,0,17,d,4,25,25,0,1,0,0,0,1,1,0,0,1,584
10000154,8,1,1,11:29,RI,10154,1,1,10,f,NA,45,45,0,1,3,0,0,3,3,0,0,1,714
10000155,5,1,2,10:02,NY,10155,1,0,3,f,1,65,65,0,3,15,1,0,3,2,0,0,1,590
10000156,5,1,4,09:43,PA,10156,1,0,7,e,NA,21,21,0,4,2,2,1,1,2,1,1,4,678
10000158,8,1,3,18:04,MS,10158,1,0,9,g,4,22,22,0,1,3,2,1,2,2,1,3,3,703
10000159,8,1,0,19:03,NV,10159,1,0,7,d,NA,22,22,0,1,1,1,0,1,2,1,2,1,727
10000160,9,1,4,16:58,WA,10140,1,1,4,f,3,45,45,0,4,14,1,1,4,3,0,1,2,607
10000161,6,1,1,12:13,PA,10160,1,0,13,d,3,21,21,0,3,6,0,0,2,2,0,0,2,629
10000162,5,1,2,08:31,NY,10161,1,1,1,g,3,33,33,0,3,9,1,0,3,2,1,0,2,644
10000163,9,1,0,13:35,PA,10162,1,1,9,e,NA,54,54,0,1,4,1,1,1,1,1,2,2,671
10000164,4,1,0,11:04,NY,10163,1,1,6,d,3,52,52,0,3,6,1,1,3,3,1,0,2,709
10000165,6,1,0,14:41,TN,10164,1,1,16,e,NA,55,55,1,3,1,2,1,2,3,0,3,1,590
10000167,7,1,1,07:08,IN,10166,1,0,9,g,4,23,23,0,1,1,1,0,2,3,0,2,1,686
10000168,8,1,4,13:48,OH,10167,1,0,12,g,NA,38,38,0,3,7,1,0,2,3,0,2,2,668
10000169,8,1,2,18:56,WA,10168,1,1,7,f,NA,67,67,0,3,7,1,0,3,2,1,1,2,655
10000170,9,1,1,14:31,FL,10169,1,1,4,e,2,56,56,0,4,9,1,1,4,3,1,1,3,662
10000172,7,1,0,11:17,KS,10171,1,0,13,f,NA,26,26,0,3,10,0,1,3,3,0,0,3,577
10000173,9,1,3,13:32,MD,10172,1,0,4,g,2,21,21,0,4,6,2,1,4,3,1,2,3,745
10000176,7,1,4,08:43,FL,10175,1,0,18,d,1,61,61,0,1,13,0,0,1,2,0,0,3,625
10000178,9,1,2,14:49,CT,10177,1,0,8,f,NA,22,22,0,1,2,0,0,1,2,0,0,1,644
10000179,6,1,2,09:48,TN,10178,1,0,11,f,4,31,31,0,2,15,1,1,2,3,1,1,1,614
10000180,3,1,3,14:12,FL,10037,1,0,9,f,3,49,49,0,1,8,2,1,1,3,1,3,3,654
10000182,7,1,3,17:34,WY,10180,1,1,5,f,NA,42,42,0,3,3,1,0,2,2,0,1,4,618
10000183,11,1,2,14:23,FL,10181,1,0,3,e,3,57,57,0,4,13,1,1,3,3,1,2,3,634
10000184,5,1,1,14:38,FL,10182,1,1,8,d,2,64,64,0,3,15,1,0,3,3,0,1,3,612
10000187,9,1,1,17:47,CO,10056,1,0,6,d,NA,27,27,0,3,10,1,1,2,3,0,1,2,634
10000188,7,1,4,11:36,AL,10185,2,0,2,h,1,64,64,1,3,1,1,1,3,3,1,2,4,587
10000189,10,1,2,14:13,MO,10186,1,0,7,d,NA,18,18,0,1,4,1,0,1,2,0,2,2,690
10000190,8,1,1,13:37,NM,10187,1,1,12,g,3,63,63,0,2,4,1,1,2,2,1,1,4,661
10000191,10,1,2,11:41,FL,10188,1,1,2,f,1,75,75,1,3,8,1,0,3,2,1,2,4,654
10000192,6,1,0,10:41,NV,10189,1,0,7,d,3,20,20,0,1,2,1,1,1,1,0,2,1,768
10000193,10,1,0,14:24,PA,10190,1,0,1,e,NA,21,21,0,3,3,1,0,2,3,0,2,4,687
10000194,7,1,0,16:28,NY,10191,1,1,7,e,3,52,52,0,4,15,2,0,4,3,1,0,2,615
10000197,8,1,0,16:56,MD,10194,1,0,9,d,3,23,23,0,2,1,0,1,2,2,0,0,2,669
10000198,8,1,4,09:17,IN,10195,1,1,8,e,1,35,35,0,3,5,1,1,3,3,0,2,1,583
10000200,5,1,1,15:17,NE,10197,1,0,9,h,1,46,46,0,1,3,2,1,3,3,1,3,2,584
10000203,4,1,4,08:42,RI,10200,1,1,1,f,2,66,66,0,3,7,1,1,3,3,1,1,1,636
10000205,8,1,3,16:18,OH,10202,2,1,3,g,2,38,37,1,3,13,1,0,3,3,0,1,3,629
10000206,11,1,0,15:09,OH,10203,1,0,0,e,NA,30,30,0,1,0,1,1,1,2,1,2,3,661
10000208,5,1,3,19:00,WA,10205,1,1,4,d,NA,25,25,0,4,3,2,0,3,3,1,1,2,653
10000209,4,1,1,12:53,NY,10206,2,1,7,g,4,52,23,0,4,4,2,0,4,3,0,0,2,666
10000210,6,1,2,16:43,UT,10207,2,1,10,f,3,75,75,1,2,8,1,0,2,3,0,2,1,572
10000211,10,1,3,15:45,OH,10208,1,1,16,f,4,35,35,0,1,10,0,0,3,3,0,0,2,550
10000212,7,1,0,08:49,WV,10209,1,0,13,d,1,75,75,0,3,15,0,0,3,3,0,2,1,585
10000214,7,1,4,09:29,PA,10211,1,0,16,e,NA,26,26,0,1,2,0,0,1,1,0,0,1,623
10000215,9,1,0,14:48,FL,10212,1,1,16,e,4,68,68,0,3,14,0,0,3,3,0,2,3,647
10000216,10,1,0,11:17,FL,10213,1,1,12,e,4,52,52,0,1,9,2,0,1,3,1,2,3,625
10000217,8,1,0,14:26,FL,10214,1,1,7,d,3,75,72,1,1,6,2,0,1,2,0,3,3,674
10000218,8,1,3,11:55,ID,10215,2,1,8,e,1,61,18,0,2,2,2,1,2,2,0,3,3,621
10000220,6,1,2,14:49,PA,10217,1,1,10,g,NA,61,22,0,NA,NA,0,0,1,1,0,0,2,589
10000221,6,1,1,12:25,IN,10218,1,0,15,d,3,24,24,0,2,0,0,0,2,2,0,0,1,572
10000224,7,1,4,13:06,NY,10221,1,0,4,f,3,22,22,0,2,1,1,0,3,3,0,0,2,697
10000227,8,1,4,17:08,ME,10071,1,0,11,e,NA,23,23,0,3,6,1,0,3,3,0,1,1,653
10000228,9,1,4,16:16,PA,10224,1,1,11,d,NA,44,44,0,3,6,1,0,3,3,1,2,1,649
10000229,8,1,3,11:37,OK,10225,1,0,5,f,NA,33,33,0,2,2,2,1,1,1,0,2,2,698
10000230,9,1,4,18:38,KS,10226,2,1,10,e,NA,34,34,1,3,1,1,0,3,3,0,2,2,677
10000236,8,1,4,20:30,MO,10232,2,0,7,f,NA,31,30,0,1,2,1,1,1,2,1,2,2,700
10000239,6,1,0,09:08,MD,10235,2,1,1,e,2,33,33,1,2,3,1,1,2,3,1,1,3,671
10000240,8,1,0,14:20,NY,10236,1,0,6,g,4,54,54,0,4,2,1,1,4,3,1,0,2,659
10000242,5,1,1,10:47,ND,10238,1,0,9,f,2,52,52,0,2,6,1,1,2,2,1,1,2,591
10000243,9,1,3,08:58,FL,10239,1,0,18,d,2,28,28,0,1,12,0,0,1,2,0,0,4,623
10000245,7,1,3,09:13,FL,10241,1,1,17,e,1,44,44,0,3,15,1,0,3,3,1,2,3,607
10000246,5,1,2,12:59,FL,10242,1,1,7,d,2,32,32,0,2,6,1,1,2,3,1,2,4,684
10000248,7,1,0,11:14,WV,10244,1,1,4,e,NA,20,20,0,3,3,1,1,3,2,0,1,2,692
10000250,8,1,0,11:51,MS,10246,2,0,3,d,NA,61,60,1,2,2,1,1,1,1,1,2,2,673
10000252,9,1,4,15:06,FL,10248,1,1,8,f,4,31,31,0,1,7,1,0,1,3,1,2,3,694
10000253,4,1,4,14:03,RI,10249,1,0,2,e,NA,43,43,0,3,2,1,1,3,3,1,2,1,712
10000254,5,1,4,15:58,NV,10250,2,1,18,e,NA,28,26,1,2,3,0,0,1,2,0,0,3,575
10000255,7,1,4,13:48,FL,10251,2,0,14,e,3,75,33,0,3,15,0,0,1,2,0,0,3,678
10000256,4,1,2,12:17,MD,10252,1,1,2,e,3,54,54,0,1,2,1,1,2,2,0,1,2,654
10000259,6,1,2,11:29,ME,10083,2,1,1,d,4,48,30,0,1,14,2,0,3,3,1,1,2,623
10000261,7,1,3,16:10,CO,10256,1,1,6,e,4,32,32,0,3,6,2,1,3,3,1,2,1,622
10000262,6,1,0,17:05,KY,10257,1,0,11,d,NA,36,36,0,1,2,0,0,1,1,0,0,2,608
10000263,7,1,1,12:55,IN,10258,1,0,7,d,3,26,26,0,2,1,2,0,2,2,1,1,1,624
10000264,7,1,3,10:28,NY,10259,1,0,4,g,4,70,70,0,3,3,1,1,3,3,1,0,2,698
10000265,9,1,1,15:05,AL,10260,1,1,10,h,NA,55,55,0,1,2,1,1,1,3,0,2,2,683
10000266,6,1,4,11:24,PA,10261,1,0,5,e,NA,27,27,0,2,1,0,0,1,3,0,0,2,621
10000269,6,1,4,15:25,OK,10264,1,0,6,c,NA,24,24,0,2,2,1,1,1,2,0,2,2,651
10000271,4,1,0,17:02,MO,10266,2,1,10,g,NA,38,36,1,3,12,1,1,3,3,1,1,2,618
10000275,3,1,1,18:03,WA,10271,1,1,10,f,NA,36,36,0,4,8,1,1,3,3,1,1,2,704
10000277,7,1,3,14:31,FL,10273,1,1,12,d,1,73,73,0,1,9,1,0,1,2,1,2,3,583
10000278,9,1,3,09:42,MD,10274,1,1,7,f,1,52,52,0,3,3,1,1,3,2,1,2,1,626
10000281,3,1,0,13:26,PA,10277,1,1,6,e,NA,75,75,0,1,3,2,0,1,3,0,3,2,709
10000282,9,1,1,12:04,PA,10278,1,0,8,e,4,57,57,0,3,6,1,1,3,3,1,2,1,602
10000283,5,1,2,14:24,OH,10279,1,1,8,d,NA,41,41,0,2,2,1,0,1,1,1,2,3,592
10000284,10,1,4,14:45,PA,10280,1,0,6,f,2,50,16,0,3,4,1,1,3,3,1,2,3,598
10000287,4,1,3,13:27,WA,10283,1,1,8,g,2,61,61,0,4,7,2,0,4,3,0,1,2,576
10000288,7,1,2,14:26,AR,10284,2,0,15,d,NA,48,42,1,1,1,0,0,1,2,0,0,2,574
10000293,5,1,2,12:51,DE,10289,1,0,7,e,2,51,51,0,3,15,1,0,3,2,1,1,2,666
10000294,10,1,2,14:12,FL,10290,4,0,12,f,3,62,18,1,4,7,1,1,2,3,1,2,3,670
10000295,8,1,4,14:31,MD,10291,2,1,11,c,4,67,60,1,3,4,1,0,3,2,0,2,1,672
10000299,6,1,3,16:35,AR,10295,2,1,1,d,NA,40,17,0,2,3,1,1,2,2,1,2,1,727
10000305,9,1,0,09:39,FL,10301,1,0,14,d,3,23,23,0,4,1,1,1,3,3,1,1,3,721
10000306,8,1,4,11:26,FL,10302,1,0,11,d,1,30,30,0,4,3,1,1,4,3,1,2,3,635
10000307,8,1,0,15:04,FL,10303,2,1,11,e,1,73,73,1,4,1,1,1,4,3,1,1,4,697
10000308,7,1,1,12:16,TN,10304,2,1,5,d,NA,39,28,1,3,3,1,1,3,3,1,0,2,621
10000310,9,1,3,17:12,OH,10305,1,0,14,d,NA,24,24,0,3,5,0,1,3,3,0,0,3,585
10000311,4,1,1,15:59,FL,10306,1,1,6,e,1,63,63,0,2,7,1,1,2,3,1,2,3,603
10000314,10,1,4,10:59,NY,10309,1,1,5,d,1,64,61,1,4,2,1,0,4,3,1,0,3,587
10000316,9,1,0,11:57,NY,10311,2,0,14,f,1,55,44,1,2,15,0,0,3,3,1,0,3,617
10000318,5,1,3,12:28,GA,10313,1,1,9,e,4,51,51,0,1,8,0,0,2,3,0,0,3,589
10000320,10,1,2,16:06,AL,10315,2,1,11,f,4,28,23,1,1,3,1,1,2,2,1,1,1,629
10000321,8,1,0,10:37,PA,10316,1,1,16,e,4,46,46,0,3,4,1,1,3,3,1,1,4,638
10000324,10,1,4,15:53,OK,10319,1,0,12,g,NA,40,40,0,1,2,0,0,1,2,0,0,2,591
10000330,4,1,2,15:48,MD,10325,1,1,5,e,1,47,16,0,3,9,1,0,3,3,0,2,2,627
10000331,4,1,1,16:46,RI,10326,1,1,10,f,NA,28,28,0,3,6,1,0,3,3,1,2,1,667
10000332,8,1,1,09:41,FL,10327,1,0,12,e,3,18,18,0,4,1,1,0,1,2,0,2,3,722
10000334,9,1,0,10:08,CT,10329,1,0,15,e,4,72,72,0,1,1,0,1,1,3,0,0,1,612
10000335,4,1,2,15:41,MS,10330,1,0,11,g,NA,43,43,0,2,3,1,1,2,2,0,2,1,691
10000336,5,1,4,08:42,FL,10331,2,1,3,g,2,51,40,1,4,4,1,0,2,3,0,2,3,667
10000337,9,1,3,13:28,NY,10332,1,0,10,f,2,25,25,0,3,7,1,1,3,3,1,0,2,668
10000338,10,1,4,15:54,CO,10333,1,1,3,f,3,49,49,0,3,0,1,1,3,3,0,2,1,605
10000339,5,1,4,13:05,PA,10107,1,1,6,f,2,75,75,0,1,6,1,0,3,2,1,1,3,667
10000344,5,1,0,14:42,NY,10338,2,1,1,e,1,73,68,0,3,6,1,1,3,3,1,0,3,679
10000345,8,1,4,16:07,OH,10339,1,1,1,f,NA,36,36,0,4,5,1,0,4,3,0,2,3,601
10000346,7,1,1,14:57,FL,10340,1,0,2,g,1,29,29,0,4,1,1,1,4,3,1,1,3,631
10000347,9,1,0,09:53,IN,10341,1,0,6,e,3,25,25,0,3,5,1,1,2,3,1,2,1,659
10000348,11,1,5,09:44,FL,10342,2,1,6,g,2,75,75,1,4,2,1,1,3,3,1,2,3,615
10000349,7,1,0,10:07,CT,10343,1,1,11,e,4,26,26,0,3,7,1,0,3,3,1,0,4,638
10000350,8,1,3,09:09,FL,10344,1,1,12,e,1,70,70,0,1,15,1,0,1,1,0,2,3,580
10000351,7,1,3,12:11,AL,10345,1,1,13,e,4,63,63,0,1,7,1,1,1,1,1,2,2,577
10000353,4,1,2,08:34,NH,10348,1,0,8,e,NA,19,19,0,3,4,1,0,3,3,0,2,1,704
10000354,8,1,0,16:05,NY,10350,1,1,8,f,1,59,59,0,4,6,1,1,4,3,1,0,2,607
10000355,9,1,2,09:08,OH,10351,1,1,14,d,3,67,67,0,3,15,1,1,3,3,0,1,3,603
10000357,7,1,2,14:21,FL,10353,2,1,16,f,3,36,33,0,2,3,1,0,2,3,0,1,3,654
10000359,10,1,0,15:26,FL,10355,1,1,1,e,1,27,27,0,3,4,2,0,3,3,1,3,3,643
10000360,11,1,2,21:53,MD,10356,1,0,11,f,3,49,49,0,2,5,0,1,2,3,0,0,3,609
10000361,6,1,2,18:00,WA,10358,1,0,2,f,NA,32,32,0,4,8,1,0,4,3,1,1,3,665
10000362,4,1,2,13:23,PA,10359,1,0,18,e,NA,19,19,0,3,2,0,0,1,2,0,0,2,657
10000363,7,1,3,15:02,MD,10360,1,0,2,d,3,24,24,0,3,2,1,0,3,3,1,2,2,681
10000365,5,1,1,13:54,NY,10362,1,0,5,g,1,47,47,0,3,15,1,1,3,3,0,0,4,640
10000367,4,1,3,14:31,MD,10364,1,1,9,f,1,28,28,0,3,13,1,1,3,3,0,2,3,645
10000368,6,1,4,10:15,FL,10365,1,1,3,e,1,49,49,0,3,13,1,1,3,3,1,2,3,654
10000369,7,1,2,08:35,CT,10366,1,0,10,g,4,25,25,0,3,3,1,0,3,3,1,0,1,672
10000371,9,1,4,14:21,TN,10368,1,0,1,e,NA,25,24,0,2,5,1,1,2,2,1,2,1,671
10000374,5,1,0,09:28,NY,10370,2,1,1,e,1,66,61,1,3,3,1,1,3,2,1,0,1,660
10000375,8,1,2,10:13,MO,10371,1,0,8,d,3,19,19,0,1,3,1,0,1,1,0,2,2,667
10000376,5,1,3,13:09,PA,10372,2,1,19,e,NA,37,35,0,3,3,0,0,2,2,0,0,4,632
10000377,6,1,0,12:25,IN,10373,1,1,6,e,4,27,27,0,3,5,1,0,3,3,0,2,1,618
10000378,7,1,3,13:34,NY,10374,1,1,1,i,2,47,47,0,1,3,2,0,1,1,1,0,2,744
10000379,3,1,3,17:40,UT,10375,2,1,7,d,NA,25,25,1,1,2,1,1,1,3,0,2,1,571
10000381,5,1,4,15:26,FL,10377,1,1,6,e,1,71,71,0,3,15,1,1,3,3,0,1,3,567
10000383,6,1,1,12:35,FL,10030,1,1,3,f,1,39,39,0,3,10,1,1,3,3,1,1,4,670
10000385,8,1,3,08:41,FL,10380,1,1,1,f,3,37,37,0,2,4,1,1,2,2,1,2,3,649
10000386,9,1,3,18:23,NY,10381,2,0,6,d,3,23,23,1,4,2,1,0,2,3,0,0,1,652
10000388,9,1,4,17:00,NY,10383,2,1,1,g,1,56,54,1,3,14,1,0,3,3,0,0,2,648
10000389,8,1,2,10:59,FL,10384,2,0,1,g,1,72,71,1,2,15,1,0,2,3,1,2,3,619
